PlayerName,Affiliation,League,Age,Position,Games Played,Market Value (Euros),Last Updated Date,Highest Market Value (Euros),Highest Market Value Date
Zvonimir Sarlija,CSKA Moscow,Premier Liga,23,Defender ,0,900000,"Last update: Sep 10, 2019",900000,09/10/2019
Adam Dzwigala,Desportivo Aves,Liga NOS,24,Defender ,0,350000,"Last update: Jun 29, 2019",350000,7/21/2014
Adi Mehremic,Desportivo Aves,Liga NOS,27,Defender ,0,500000,"Last update: Jun 20, 2019",500000,12/10/2018
Afonso Figueiredo,Desportivo Aves,Liga NOS,26,Defender ,0,600000,"Last update: Jun 7, 2019",1000000,7/13/2016
Andrej Simunec,Desportivo Aves,Liga NOS,24,Defender ,0,150000,"Last update: Oct 11, 2019",200000,9/25/2018
Bruninho,Desportivo Aves,Liga NOS,25,Defender ,0,200000,"Last update: Oct 11, 2019",225000,09/11/2015
Bruno Jesus,Desportivo Aves,Liga NOS,22,Defender ,0,100000,"Last update: Oct 11, 2019",,
Bruno Xavier,Desportivo Aves,Liga NOS,22,Midfielder ,0,100000,"Last update: Oct 11, 2019",100000,10/11/2019
Claudio Falcao,Desportivo Aves,Liga NOS,25,Midfielder ,0,500000,"Last update: Jun 7, 2019",600000,02/07/2018
Enzo Zidane,Desportivo Aves,Liga NOS,24,Midfielder ,2,1000000,"Last update: Jun 29, 2019",2500000,6/30/2017
Erik,Desportivo Aves,Liga NOS,24,Midfielder ,1,200000,"Last update: Jun 7, 2019",450000,7/23/2016
Estrela,Desportivo Aves,Liga NOS,24,Midfielder ,0,400000,"Last update: Jun 29, 2019",400000,6/29/2019
Fabio,Desportivo Aves,Liga NOS,29,Goalkeeper,0,100000,"Last update: Jun 7, 2019",500000,02/01/2015
Helder Balde,Desportivo Aves,Liga NOS,21,Defender ,0,100000,"Last update: Oct 11, 2019",100000,10/11/2019
Jailson,Desportivo Aves,Liga NOS,28,Defender ,0,400000,"Last update: Jun 25, 2019",1200000,07/01/2015
Kahraba,Desportivo Aves,Liga NOS,25,Forward ,1,1700000,"Last update: Oct 11, 2019",2300000,06/01/2018
Kevin Yamga,Desportivo Aves,Liga NOS,23,Forward ,1,400000,"Last update: Jun 27, 2019",400000,6/27/2019
Luiz Fernando,Desportivo Aves,Liga NOS,24,Midfielder ,0,300000,"Last update: Oct 11, 2019",300000,10/11/2019
Mato Milos,Desportivo Aves,Liga NOS,26,Defender ,0,200000,"Last update: Jun 7, 2019",600000,6/29/2015
Mehrdad Mohammadi,Desportivo Aves,Liga NOS,26,Forward ,3,1500000,"Last update: Oct 11, 2019",1500000,10/11/2019
Miguel Tavares,Desportivo Aves,Liga NOS,21,Forward ,0,200000,"Last update: Jun 7, 2019",200000,06/07/2019
Peu,Desportivo Aves,Liga NOS,26,Forward ,0,200000,"Last update: Oct 11, 2019",250000,09/01/2014
Quentin Beunardeau,Desportivo Aves,Liga NOS,25,Goalkeeper,23,1000000,"Last update: Jun 7, 2019",1000000,06/07/2019
Raphael Aflalo,Desportivo Aves,Liga NOS,23,Goalkeeper,8,100000,"Last update: Oct 11, 2019",,
Redouane Kerrouche,Desportivo Aves,Liga NOS,25,Midfielder ,3,350000,"Last update: Jun 10, 2019",500000,9/14/2018
Rodrigues,Desportivo Aves,Liga NOS,24,Forward ,0,200000,"Last update: Jun 7, 2019",200000,06/07/2019
Ruben Macedo,Desportivo Aves,Liga NOS,23,Forward ,1,500000,"Last update: Jun 7, 2019",500000,06/07/2019
Ruben Oliveira,Desportivo Aves,Liga NOS,24,Midfielder ,0,300000,"Last update: Jun 7, 2019",500000,7/29/2016
Welinton Junior,Desportivo Aves,Liga NOS,26,Forward ,4,750000,"Last update: Oct 11, 2019",800000,09/11/2015
Alfred Gomis,Dijon,Ligue 1,26,Goalkeeper,7,2000000,"Last update: Jun 6, 2019",3000000,12/29/2017
Bruno Ecuele Manga,Dijon,Ligue 1,31,Defender ,0,3000000,"Last update: Jun 13, 2019",6000000,5/23/2012
Bryan Soumare,Dijon,Ligue 1,20,Position:                            Attacking Midfield,0,400000,"Last update: Sep 27, 2019",400000,9/27/2019
Didier Ndong,Dijon,Ligue 1,25,Midfielder ,0,4000000,"Last update: Jun 3, 2019",10000000,10/24/2016
Enzo Loiodice,Dijon,Ligue 1,18,Midfielder ,0,5500000,"Last update: Jun 3, 2019",5500000,10/24/2018
Florent Balmont,Dijon,Ligue 1,39,Midfielder ,0,250000,"Last update: Jun 3, 2019",6500000,12/30/2008
Fouad Chafik,Dijon,Ligue 1,33,Defender ,0,800000,"Last update: Jun 3, 2019",1500000,06/01/2017
Frederic Sammaritano,Dijon,Ligue 1,33,Midfielder ,0,500000,"Last update: Jun 3, 2019",1500000,12/24/2011
Hamza Mendyl,Dijon,Ligue 1,22,Defender ,0,4000000,"Last update: Jun 5, 2019",7000000,12/18/2018
Jhonder Cadiz,Dijon,Ligue 1,24,Forward ,1,2000000,"Last update: Jun 7, 2019",2000000,06/07/2019
Jordan Marie,Dijon,Ligue 1,28,Midfielder ,0,1500000,"Last update: Jun 3, 2019",1500000,06/03/2019
Julio Tavares,Dijon,Ligue 1,31,Forward ,3,3000000,"Last update: Jun 3, 2019",5000000,3/20/2018
Levi Ntumba,Dijon,Ligue 1,18,Goalkeeper,0,300000,"Last update: Jun 3, 2019",300000,06/03/2019
Mama Balde,Dijon,Ligue 1,24,Forward ,1,2500000,"Last update: Jun 7, 2019",2500000,06/07/2019
Matheus Pereira,Dijon,Ligue 1,21,Midfielder ,0,1000000,"Last update: Sep 27, 2019",1000000,9/27/2019
Mickael Alphonse,Dijon,Ligue 1,30,Defender ,0,900000,"Last update: Jun 3, 2019",900000,5/16/2018
Mounir Chouiar,Dijon,Ligue 1,20,Forward ,1,4000000,"Last update: Sep 27, 2019",4000000,9/27/2019
Nayef Aguerd,Dijon,Ligue 1,23,Defender ,0,3000000,"Last update: Sep 27, 2019",3000000,9/27/2019
Ngonda Muzinga,Dijon,Ligue 1,24,Defender ,0,500000,"Last update: Sep 27, 2019",500000,9/27/2019
Romain Amalfitano,Dijon,Ligue 1,30,Midfielder ,0,2000000,"Last update: Jun 3, 2019",2000000,06/04/2018
Runar Alex Runarsson,Dijon,Ligue 1,24,Goalkeeper,7,2500000,"Last update: Sep 27, 2019",4500000,10/24/2018
Senou Coulibaly,Dijon,Ligue 1,25,Defender ,0,1000000,"Last update: Jun 3, 2019",1000000,10/24/2018
Stephy Mavididi,Dijon,Ligue 1,21,Forward ,1,1000000,"Last update: Sep 27, 2019",1000000,9/27/2019
Theo Barbet,Dijon,Ligue 1,18,Defender ,0,150000,"Last update: Jul 24, 2019",,
Wesley Lautoa,Dijon,Ligue 1,32,Defender ,0,2000000,"Last update: Jun 3, 2019",3000000,08/07/2014
Aleksandr Sheplyakov,Dinamo Moscow,Premier Liga,23,Goalkeeper,0,150000,"Last update: Jun 14, 2019",150000,12/20/2018
Anton Shunin,Dinamo Moscow,Premier Liga,32,Goalkeeper,7,2800000,"Last update: Jun 14, 2019",6500000,07/02/2012
Anton Sosnin,Dinamo Moscow,Premier Liga,29,Midfielder ,0,700000,"Last update: Jun 14, 2019",2000000,6/18/2015
Artur Yusupov,Dinamo Moscow,Premier Liga,30,Midfielder ,1,3000000,"Last update: Jun 14, 2019",6000000,6/18/2015
Charles Kabore,Dinamo Moscow,Premier Liga,31,Midfielder ,0,5500000,"Last update: Jun 14, 2019",7500000,2/23/2015
Clinton N'Jie,Dinamo Moscow,Premier Liga,26,Forward ,1,3500000,"Last update: Jun 3, 2019",15000000,1/24/2018
Grigori Morozov,Dinamo Moscow,Premier Liga,25,Defender ,1,1800000,"Last update: Jun 14, 2019",2000000,01/06/2016
Igor Kalinin,Dinamo Moscow,Premier Liga,24,Defender ,0,700000,"Last update: Jun 14, 2019",850000,12/20/2018
Igor Leshchuk,Dinamo Moscow,Premier Liga,23,Goalkeeper,9,300000,"Last update: Jun 14, 2019",300000,11/24/2017
Ivan Ordets,Dinamo Moscow,Premier Liga,27,Defender ,1,1500000,"Last update: Jun 20, 2019",3500000,01/12/2018
Joaozinho,Dinamo Moscow,Premier Liga,30,Forward ,0,3500000,"Last update: Jun 14, 2019",12000000,2/23/2015
Kirill Panchenko,Dinamo Moscow,Premier Liga,30,Forward ,2,2500000,"Last update: Jun 14, 2019",2500000,10/02/2017
Konstantin Rausch,Dinamo Moscow,Premier Liga,29,Defender ,0,2500000,"Last update: Jun 14, 2019",5000000,1/13/2013
Maximilian Philipp,Dinamo Moscow,Premier Liga,25,Forward ,2,15000000,"Last update: Sep 8, 2019",20000000,10/18/2017
Miguel Cardoso,Dinamo Moscow,Premier Liga,25,Forward ,1,1500000,"Last update: Jun 14, 2019",1500000,6/14/2019
Nikolay Obolskiy,Dinamo Moscow,Premier Liga,22,Forward ,0,500000,"Last update: Jun 14, 2019",500000,6/14/2019
Oscar Hiljemark,Dinamo Moscow,Premier Liga,27,Midfielder ,0,3000000,"Last update: Jun 6, 2019",4000000,06/01/2016
Ramil Sheydaev,Dinamo Moscow,Premier Liga,23,Forward ,0,1200000,"Last update: Jun 14, 2019",1200000,6/14/2019
Roman Evgenjev,Dinamo Moscow,Premier Liga,20,Defender ,0,2000000,"Last update: Jun 14, 2019",2000000,6/14/2019
Roman Neustädter,Dinamo Moscow,Premier Liga,31,Midfielder ,0,1700000,"Last update: Jun 4, 2019",9000000,07/10/2014
Sebastian Szymanski,Dinamo Moscow,Premier Liga,20,Forward ,1,6000000,"Last update: Jun 29, 2019",6000000,1/25/2019
Sergey Parshivlyuk,Dinamo Moscow,Premier Liga,30,Defender ,0,3000000,"Last update: Jun 14, 2019",5000000,07/04/2012
Sly,Dinamo Moscow,Premier Liga,29,Forward ,4,4500000,"Last update: Jun 14, 2019",4500000,6/14/2019
Toni Sunjic,Dinamo Moscow,Premier Liga,30,Defender ,0,2000000,"Last update: Jun 14, 2019",2800000,6/18/2015
Vladimir Rykov,Dinamo Moscow,Premier Liga,32,Defender ,0,750000,"Last update: Jun 14, 2019",1500000,07/02/2012
Vyacheslav Grulev,Dinamo Moscow,Premier Liga,20,Forward ,0,700000,"Last update: Jun 14, 2019",700000,4/24/2019
Zaurbek Pliev,Dinamo Moscow,Premier Liga,28,Defender ,0,1300000,"Last update: Jun 14, 2019",1300000,6/14/2019
Almamy Toure,E. Frankfurt,Bundesliga,23,Defender ,0,6500000,"Last update: Jun 5, 2019",8000000,1/24/2018
Andre Silva,E. Frankfurt,Bundesliga,24,Forward ,3,22000000,"Last update: Jun 11, 2019",35000000,12/21/2018
Bas Dost,E. Frankfurt,Bundesliga,30,Forward ,3,10000000,"Last update: Oct 2, 2019",22000000,6/13/2018
Daichi Kamada,E. Frankfurt,Bundesliga,23,Midfielder ,0,9000000,"Last update: Oct 2, 2019",9000000,10/02/2019
Danny da Costa,E. Frankfurt,Bundesliga,26,Defender ,1,15000000,"Last update: Jun 5, 2019",15000000,06/05/2019
David Abraham,E. Frankfurt,Bundesliga,33,Defender ,1,2500000,"Last update: Jun 5, 2019",5000000,04/04/2018
Dejan Joveljic,E. Frankfurt,Bundesliga,20,Forward ,1,4000000,"Last update: Jun 9, 2019",4000000,06/09/2019
Djibril Sow,E. Frankfurt,Bundesliga,22,Midfielder ,1,9000000,"Last update: Jun 4, 2019",9000000,1/21/2019
Dominik Kohr,E. Frankfurt,Bundesliga,25,Midfielder ,0,8500000,"Last update: Oct 2, 2019",8500000,10/02/2019
Erik Durm,E. Frankfurt,Bundesliga,27,Defender ,0,2000000,"Last update: Jun 13, 2019",6000000,07/10/2014
Evan N'Dicka,E. Frankfurt,Bundesliga,20,Defender ,0,22000000,"Last update: Oct 2, 2019",25000000,06/05/2019
Felix Wiedwald,E. Frankfurt,Bundesliga,29,Goalkeeper,2,600000,"Last update: Jun 12, 2019",2500000,10/16/2015
Filip Kostic,E. Frankfurt,Bundesliga,27,Midfielder ,1,38000000,"Last update: Oct 2, 2019",38000000,10/02/2019
Frederik Ronnow,E. Frankfurt,Bundesliga,27,Goalkeeper,8,1500000,"Last update: Jun 5, 2019",3000000,06/02/2018
Gelson Fernandes,E. Frankfurt,Bundesliga,33,Midfielder ,0,1500000,"Last update: Jun 5, 2019",6500000,09/01/2007
Gonçalo Paciência,E. Frankfurt,Bundesliga,25,Forward ,6,9000000,"Last update: Oct 2, 2019",9000000,10/02/2019
Jan Zimmermann,E. Frankfurt,Bundesliga,34,Goalkeeper,0,250000,"Last update: Jun 5, 2019",650000,1/13/2015
Jonathan de Guzman,E. Frankfurt,Bundesliga,32,Midfielder ,1,2500000,"Last update: Jun 5, 2019",10000000,7/20/2014
Kevin Trapp,E. Frankfurt,Bundesliga,29,Goalkeeper,8,10000000,"Last update: Jun 5, 2019",12000000,02/04/2016
Lucas Torro,E. Frankfurt,Bundesliga,25,Midfielder ,1,3500000,"Last update: Oct 2, 2019",6000000,06/05/2019
Makoto Hasebe,E. Frankfurt,Bundesliga,35,Midfielder ,0,1000000,"Last update: Jun 5, 2019",5000000,7/16/2010
Marco Russ,E. Frankfurt,Bundesliga,34,Defender ,0,750000,"Last update: Jun 5, 2019",4000000,01/12/2011
Marijan Cavar,E. Frankfurt,Bundesliga,21,Midfielder ,11,400000,"Last update: Mar 11, 2019",400000,06/05/2018
Martin Hinteregger,E. Frankfurt,Bundesliga,27,Defender ,3,12000000,"Last update: Oct 2, 2019",16000000,06/05/2019
Mijat Gacinovic,E. Frankfurt,Bundesliga,24,Midfielder ,0,11000000,"Last update: Jun 5, 2019",11000000,06/05/2019
Nils Stendera,E. Frankfurt,Bundesliga,19,Midfielder ,4,200000,"Last update: Jun 5, 2019",200000,02/12/2019
Patrick Finger,E. Frankfurt,Bundesliga,18,Midfielder ,0,150000,"Last update: Jun 5, 2019",150000,02/12/2019
Sahverdi Cetin,E. Frankfurt,Bundesliga,19,Midfielder ,0,200000,"Last update: Jun 5, 2019",200000,8/22/2018
Sebastian Rode,E. Frankfurt,Bundesliga,29,Midfielder ,1,5000000,"Last update: Oct 2, 2019",10000000,07/01/2015
Simon Falette,E. Frankfurt,Bundesliga,27,Defender ,0,4000000,"Last update: Jun 5, 2019",4000000,12/28/2017
Timothy Chandler,E. Frankfurt,Bundesliga,29,Defender ,0,4000000,"Last update: Jun 5, 2019",5000000,04/04/2018
Adria Pedrosa,Espanyol,LaLiga,21,Defender ,1,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Ander Iturraspe,Espanyol,LaLiga,30,Midfielder ,0,2500000,"Last update: Jun 11, 2019",12000000,7/20/2014
Andres Prieto,Espanyol,LaLiga,26,Goalkeeper,0,200000,"Last update: Jun 11, 2019",400000,01/01/2018
Bernardo Espinosa,Espanyol,LaLiga,30,Defender ,1,6000000,"Last update: Jun 11, 2019",7000000,01/01/2018
David Lopez,Espanyol,LaLiga,30,Defender ,0,9000000,"Last update: Jun 11, 2019",15000000,7/19/2018
Didac Vila,Espanyol,LaLiga,30,Defender ,0,4000000,"Last update: Jun 11, 2019",5000000,07/03/2012
Diego Lopez,Espanyol,LaLiga,38,Goalkeeper,23,1000000,"Last update: Jun 11, 2019",16000000,7/22/2009
Esteban Granero,Espanyol,LaLiga,32,Midfielder ,1,3000000,"Last update: Jun 11, 2019",10000000,04/12/2010
Facundo Ferreyra,Espanyol,LaLiga,28,Forward ,1,4000000,"Last update: Jun 11, 2019",9000000,5/14/2018
Fernando Calero,Espanyol,LaLiga,24,Defender ,0,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Javi Lopez,Espanyol,LaLiga,33,Defender ,0,1000000,"Last update: Jun 11, 2019",3000000,08/08/2012
Jonathan Calleri,Espanyol,LaLiga,26,Forward ,0,9000000,"Last update: Jun 11, 2019",10000000,5/27/2016
Lei Wu,Espanyol,LaLiga,28,Forward ,0,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Lluis Lopez,Espanyol,LaLiga,22,Defender ,0,1500000,"Last update: Sep 10, 2019",1500000,09/10/2019
Marc Roca,Espanyol,LaLiga,22,Midfielder ,1,30000000,"Last update: Jun 11, 2019",30000000,06/11/2019
Matias Vargas,Espanyol,LaLiga,22,Forward ,0,11000000,"Last update: Sep 10, 2019",11000000,12/18/2018
Naldo,Espanyol,LaLiga,31,Defender ,0,2000000,"Last update: Jun 11, 2019",4500000,12/27/2016
Oscar Melendo,Espanyol,LaLiga,22,Forward ,0,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Pablo Piatti,Espanyol,LaLiga,30,Forward ,0,4000000,"Last update: Jun 11, 2019",9000000,01/01/2011
Pipa,Espanyol,LaLiga,21,Defender ,0,300000,"Last update: Jun 29, 2019",300000,06/05/2017
Pol Lozano,Espanyol,LaLiga,20,Midfielder ,0,1500000,"Last update: Sep 10, 2019",1500000,09/10/2019
Sebastien Corchia,Espanyol,LaLiga,29,Defender ,0,2000000,"Last update: Jun 7, 2019",7500000,11/01/2016
Sergi Darder,Espanyol,LaLiga,25,Midfielder ,1,14000000,"Last update: Jun 11, 2019",14000000,06/11/2019
Victor Campuzano,Espanyol,LaLiga,22,Forward ,0,300000,"Last update: Jun 29, 2019",300000,6/29/2019
Victor Sanchez,Espanyol,LaLiga,32,Midfielder ,0,3000000,"Last update: Jun 11, 2019",4000000,07/01/2015
Alex Iwobi,Everton,Premier League,23,Forward ,1,32000000,"Last update: Sep 12, 2019",32000000,09/12/2019
Andre Gomes,Everton,Premier League,26,Midfielder ,0,28000000,"Last update: Jun 13, 2019",30000000,7/15/2016
Beni Baningime,Everton,Premier League,21,,0,2000000,"Last update: Jun 13, 2019",3000000,5/28/2018
Bernard,Everton,Premier League,27,Forward ,2,20000000,"Last update: Jun 13, 2019",20000000,08/09/2013
Cenk Tosun,Everton,Premier League,28,Forward ,1,15000000,"Last update: Sep 12, 2019",23000000,01/08/2018
Cuco Martina,Everton,Premier League,30,Defender ,0,1500000,"Last update: Jun 12, 2019",2500000,5/28/2018
Djibril Sidibe,Everton,Premier League,27,Defender ,0,12000000,"Last update: Sep 12, 2019",23000000,1/24/2018
Dominic Calvert-Lewin,Everton,Premier League,22,Forward ,3,20000000,"Last update: Jun 13, 2019",20000000,6/13/2019
Fabian Delph,Everton,Premier League,30,Midfielder ,0,15000000,"Last update: Jun 13, 2019",15000000,5/28/2018
Gylfi Sigurdsson,Everton,Premier League,30,Midfielder ,1,35000000,"Last update: Jun 13, 2019",35000000,6/13/2019
Jean-Philippe Gbamin,Everton,Premier League,24,Midfielder ,0,28000000,"Last update: Jun 5, 2019",30000000,12/18/2018
Jonas Lossl,Everton,Premier League,30,Goalkeeper,0,5000000,"Last update: Jun 13, 2019",5000000,5/28/2018
Jordan Pickford,Everton,Premier League,25,Goalkeeper,18,40000000,"Last update: Jun 13, 2019",40000000,12/19/2018
Leighton Baines,Everton,Premier League,34,Defender ,0,3500000,"Last update: Jun 13, 2019",22000000,1/28/2013
Lucas Digne,Everton,Premier League,26,Defender ,0,30000000,"Last update: Jun 13, 2019",30000000,6/13/2019
Maarten Stekelenburg,Everton,Premier League,37,Goalkeeper,0,1000000,"Last update: Jun 13, 2019",11000000,1/17/2011
Mason Holgate,Everton,Premier League,23,Defender ,0,7000000,"Last update: Jun 13, 2019",7000000,01/02/2018
Michael Keane,Everton,Premier League,26,Defender ,0,30000000,"Last update: Jun 13, 2019",30000000,6/13/2019
Moise Kean,Everton,Premier League,19,Forward ,0,40000000,"Last update: Jun 6, 2019",40000000,06/06/2019
Morgan Schneiderlin,Everton,Premier League,30,Midfielder ,0,15000000,"Last update: Jun 13, 2019",30000000,02/09/2016
Oumar Niasse,Everton,Premier League,29,Forward ,12,6000000,"Last update: Jun 13, 2019",13000000,02/09/2016
Richarlison,Everton,Premier League,22,Forward ,3,50000000,"Last update: Jun 13, 2019",50000000,6/13/2019
Seamus Coleman,Everton,Premier League,31,Defender ,0,15000000,"Last update: Jun 13, 2019",19000000,07/01/2015
Theo Walcott,Everton,Premier League,30,Forward ,0,15000000,"Last update: Sep 12, 2019",28000000,1/15/2014
Tom Davies,Everton,Premier League,21,Midfielder ,1,15000000,"Last update: Jun 13, 2019",15000000,01/02/2018
Yerry Mina,Everton,Premier League,25,Defender ,0,25000000,"Last update: Jun 13, 2019",30000000,8/13/2018
Adam Bodzek,F. Dusseldorf,Bundesliga,34,Midfielder ,0,400000,"Last update: Jun 5, 2019",1750000,6/24/2012
Alfredo Morales,F. Dusseldorf,Bundesliga,29,Midfielder ,1,3000000,"Last update: Oct 2, 2019",3000000,10/02/2019
Andre Hoffmann,F. Dusseldorf,Bundesliga,26,Defender ,0,2500000,"Last update: Jun 5, 2019",5000000,07/10/2014
Aymen Barkok,F. Dusseldorf,Bundesliga,21,Midfielder ,0,2000000,"Last update: Jun 5, 2019",2000000,12/28/2017
Bernard Tekpetey,F. Dusseldorf,Bundesliga,22,Forward ,0,2500000,"Last update: Jun 12, 2019",2500000,06/12/2019
Davor Lovren,F. Dusseldorf,Bundesliga,21,Forward ,0,600000,"Last update: Jun 5, 2019",750000,8/22/2018
Dawid Kownacki,F. Dusseldorf,Bundesliga,22,Forward ,0,9000000,"Last update: Jun 5, 2019",9000000,06/05/2019
Diego Contento,F. Dusseldorf,Bundesliga,29,Defender ,0,1000000,"Last update: Jun 5, 2019",3000000,8/30/2010
Erik Thommy,F. Dusseldorf,Bundesliga,25,Midfielder ,1,3500000,"Last update: Oct 2, 2019",5000000,06/05/2018
Florian Kastenmeier,F. Dusseldorf,Bundesliga,22,Goalkeeper,1,100000,"Last update: Feb 11, 2019",100000,8/21/2017
Georgios Siadas,F. Dusseldorf,Bundesliga,19,Defender ,3,200000,"Last update: Jun 5, 2019",200000,8/22/2018
Jean Zimmer,F. Dusseldorf,Bundesliga,25,Defender ,0,2750000,"Last update: Jun 5, 2019",2750000,03/06/2019
Johannes Buhler,F. Dusseldorf,Bundesliga,22,Midfielder ,0,100000,"Last update: Jun 14, 2019",100000,02/04/2018
Kaan Ayhan,F. Dusseldorf,Bundesliga,25,Defender ,1,9000000,"Last update: Jun 5, 2019",9000000,06/05/2019
Kasim Adams,F. Dusseldorf,Bundesliga,24,Defender ,1,7000000,"Last update: Jun 5, 2019",8500000,07/12/2018
Kelvin Ofori,F. Dusseldorf,Bundesliga,18,,1,300000,"Last update: Aug 7, 2019",,
Kenan Karaman,F. Dusseldorf,Bundesliga,25,Forward ,1,2500000,"Last update: Jun 5, 2019",2500000,06/05/2019
Kevin Stoger,F. Dusseldorf,Bundesliga,26,Midfielder ,9,5000000,"Last update: Jun 5, 2019",5000000,06/05/2019
Lewis Baker,F. Dusseldorf,Bundesliga,24,Midfielder ,0,4000000,"Last update: Jun 13, 2019",5500000,06/07/2017
Marcel Sobottka,F. Dusseldorf,Bundesliga,25,Midfielder ,0,3500000,"Last update: Jun 5, 2019",3500000,10/22/2018
Markus Suttner,F. Dusseldorf,Bundesliga,32,Defender ,0,1500000,"Last update: Jun 5, 2019",3000000,8/16/2017
Matthias Zimmermann,F. Dusseldorf,Bundesliga,27,Defender ,0,5000000,"Last update: Jun 5, 2019",5000000,06/05/2019
Michael Rensing,F. Dusseldorf,Bundesliga,35,Goalkeeper,223,500000,"Last update: Jun 5, 2019",4500000,1/21/2009
Nana Ampomah,F. Dusseldorf,Bundesliga,23,Forward ,0,2500000,"Last update: Jun 10, 2019",2500000,06/10/2019
Niko Giesselmann,F. Dusseldorf,Bundesliga,28,Defender ,1,4000000,"Last update: Jun 5, 2019",4000000,06/05/2019
Oliver Fink,F. Dusseldorf,Bundesliga,37,Midfielder ,0,250000,"Last update: Jun 5, 2019",1250000,10/23/2012
Raphael Wolf,F. Dusseldorf,Bundesliga,31,Goalkeeper,183,500000,"Last update: Jun 5, 2019",2500000,07/10/2014
Robin Bormuth,F. Dusseldorf,Bundesliga,24,Defender ,0,1750000,"Last update: Jun 5, 2019",1750000,06/05/2019
Rouwen Hennings,F. Dusseldorf,Bundesliga,32,Forward ,9,1500000,"Last update: Jun 5, 2019",2000000,9/24/2015
Shinta Appelkamp,F. Dusseldorf,Bundesliga,19,Midfielder ,5,100000,"Last update: Oct 1, 2019",100000,10/01/2019
Thomas Pledl,F. Dusseldorf,Bundesliga,25,Midfielder ,0,1000000,"Last update: Jun 12, 2019",1000000,1/22/2018
Tim Wiesner,F. Dusseldorf,Bundesliga,23,Goalkeeper,56,100000,"Last update: Jun 5, 2019",150000,02/11/2016
Zack Steffen,F. Dusseldorf,Bundesliga,24,Goalkeeper,19,7000000,"Last update: Oct 2, 2019",7000000,10/02/2019
Alex Centelles,Famalicao,Liga NOS,20,Defender ,0,1000000,"Last update: Jun 29, 2019",1000000,5/30/2018
Anderson Silva,Famalicao,Liga NOS,22,Forward ,6,700000,"Last update: Oct 11, 2019",700000,10/11/2019
Diogo Gonçalves,Famalicao,Liga NOS,22,Forward ,0,2000000,"Last update: Jun 28, 2019",3000000,11/06/2017
Fabio Martins,Famalicao,Liga NOS,26,Forward ,5,2500000,"Last update: Oct 11, 2019",2500000,10/11/2019
Fode Konate,Famalicao,Liga NOS,18,Position:                            Right,0,100000,"Last update: May 23, 2019",,
Guga,Famalicao,Liga NOS,22,Midfielder ,1,700000,"Last update: Oct 11, 2019",700000,10/11/2019
Gustavo Assunçao,Famalicao,Liga NOS,19,Midfielder ,0,1500000,"Last update: Oct 11, 2019",,
Josh Tymon,Famalicao,Liga NOS,20,Defender ,0,1000000,"Last update: Jun 28, 2019",2000000,01/02/2018
Lawrence Ofori,Famalicao,Liga NOS,21,Position:                            Central Midfield,0,300000,"Last update: Jun 7, 2019",300000,06/07/2019
Lionn,Famalicao,Liga NOS,30,Defender ,0,800000,"Last update: Oct 11, 2019",1700000,07/01/2015
Nehuen Perez,Famalicao,Liga NOS,19,Defender ,1,3500000,"Last update: Oct 11, 2019",3500000,10/11/2019
Nicolas Schiappacasse,Famalicao,Liga NOS,20,Forward ,0,1000000,"Last update: Jun 6, 2019",1000000,01/01/2019
Patrick William,Famalicao,Liga NOS,22,Defender ,1,1000000,"Last update: Oct 11, 2019",1000000,10/11/2019
Pedro Gonçalves,Famalicao,Liga NOS,21,Midfielder ,2,800000,"Last update: Oct 11, 2019",,
Rafael Defendi,Famalicao,Liga NOS,35,Goalkeeper,15,100000,"Last update: Oct 11, 2019",800000,2/17/2015
Riccieli,Famalicao,Liga NOS,21,Defender ,0,200000,"Last update: Oct 11, 2019",,
Roderick Miranda,Famalicao,Liga NOS,28,Defender ,3,1750000,"Last update: May 21, 2019",2500000,6/26/2017
Ruben Lameiras,Famalicao,Liga NOS,24,Forward ,1,800000,"Last update: Oct 11, 2019",800000,10/11/2019
Thibang Phete,Famalicao,Liga NOS,25,Midfielder ,0,350000,"Last update: Jun 29, 2019",350000,6/29/2019
Toni Martinez,Famalicao,Liga NOS,22,Forward ,4,1200000,"Last update: Jun 29, 2019",1500000,08/01/2016
Uros Racic,Famalicao,Liga NOS,21,Midfielder ,1,2500000,"Last update: Oct 11, 2019",5000000,6/29/2019
Vana Alves,Famalicao,Liga NOS,28,Goalkeeper,1,800000,"Last update: Jun 7, 2019",900000,6/26/2017
Vitor,Famalicao,Liga NOS,20,Goalkeeper,10,100000,"Last update: Oct 11, 2019",,
Walterson Silva,Famalicao,Liga NOS,24,Forward ,0,600000,"Last update: Jun 29, 2019",600000,6/29/2019
Alfred Finnbogason,FC Augsburg,Bundesliga,30,Forward ,2,15000000,"Last update: Jun 5, 2019",15000000,12/18/2018
Andre Hahn,FC Augsburg,Bundesliga,29,Forward ,0,3500000,"Last update: Jun 5, 2019",8000000,02/04/2015
Andreas Luthe,FC Augsburg,Bundesliga,32,Goalkeeper,0,700000,"Last update: Jun 5, 2019",1750000,06/04/2011
Benjamin Leneis,FC Augsburg,Bundesliga,20,Position:                            Goalkeeper,16,300000,"Last update: Jun 5, 2019",300000,06/05/2019
